metric,emotion,value,split,model,genre
pearson,macro,,leave_one_genre_out,BaselineMean,rock
spearman,macro,,leave_one_genre_out,BaselineMean,rock
ece,macro,0.04117048685479053,leave_one_genre_out,BaselineMean,rock
topk_overlap,macro,0.4033333333333334,leave_one_genre_out,BaselineMean,rock
mae,amazement,0.08893869661193339,leave_one_genre_out,Ridge,rock
pearson,amazement,0.15204512755838204,leave_one_genre_out,Ridge,rock
spearman,amazement,0.17348699031388193,leave_one_genre_out,Ridge,rock
ece,amazement,0.0405536826359781,leave_one_genre_out,Ridge,rock
mae,solemnity,0.09616061056377057,leave_one_genre_out,Ridge,rock
pearson,solemnity,0.27618741965832444,leave_one_genre_out,Ridge,rock
spearman,solemnity,0.25719914965380164,leave_one_genre_out,Ridge,rock
ece,solemnity,0.06143674941623377,leave_one_genre_out,Ridge,rock
mae,tenderness,0.11240814118347477,leave_one_genre_out,Ridge,rock
pearson,tenderness,0.599792127747189,leave_one_genre_out,Ridge,rock
spearman,tenderness,0.5727482328584592,leave_one_genre_out,Ridge,rock
ece,tenderness,0.036447000059850125,leave_one_genre_out,Ridge,rock
mae,nostalgia,0.1346744225108056,leave_one_genre_out,Ridge,rock
pearson,nostalgia,0.3663395031029573,leave_one_genre_out,Ridge,rock
spearman,nostalgia,0.35223947917310716,leave_one_genre_out,Ridge,rock
ece,nostalgia,0.07773093723166354,leave_one_genre_out,Ridge,rock
mae,calmness,0.12496688713596436,leave_one_genre_out,Ridge,rock
pearson,calmness,0.5433931656239721,leave_one_genre_out,Ridge,rock
spearman,calmness,0.5271765600378978,leave_one_genre_out,Ridge,rock
ece,calmness,0.059056136292367625,leave_one_genre_out,Ridge,rock
mae,power,0.12619995009192764,leave_one_genre_out,Ridge,rock
pearson,power,0.5123042272167174,leave_one_genre_out,Ridge,rock
spearman,power,0.5658998485943426,leave_one_genre_out,Ridge,rock
ece,power,0.03393327786646896,leave_one_genre_out,Ridge,rock
mae,joy,0.150736218291314,leave_one_genre_out,Ridge,rock
pearson,joy,0.5855926339890966,leave_one_genre_out,Ridge,rock
spearman,joy,0.6294005467459469,leave_one_genre_out,Ridge,rock
ece,joy,0.07718540501225647,leave_one_genre_out,Ridge,rock
mae,tension,0.11608797092080644,leave_one_genre_out,Ridge,rock
pearson,tension,0.4109798020823837,leave_one_genre_out,Ridge,rock
spearman,tension,0.44711461698507404,leave_one_genre_out,Ridge,rock
ece,tension,0.0599129136978041,leave_one_genre_out,Ridge,rock
mae,sadness,0.12425115180953225,leave_one_genre_out,Ridge,rock
pearson,sadness,0.36364811241966066,leave_one_genre_out,Ridge,rock
spearman,sadness,0.37662927066094626,leave_one_genre_out,Ridge,rock
ece,sadness,0.0344028524806231,leave_one_genre_out,Ridge,rock
mae,macro,0.11938044990216988,leave_one_genre_out,Ridge,rock
pearson,macro,0.42336467993318705,leave_one_genre_out,Ridge,rock
spearman,macro,0.43354385500260645,leave_one_genre_out,Ridge,rock
ece,macro,0.05340655052147175,leave_one_genre_out,Ridge,rock
topk_overlap,macro,0.6066666666666666,leave_one_genre_out,Ridge,rock
mae,amazement,0.07746542519251652,leave_one_genre_out,RandomForest,rock
pearson,amazement,0.33411428319480685,leave_one_genre_out,RandomForest,rock
spearman,amazement,0.3631685983987079,leave_one_genre_out,RandomForest,rock
ece,amazement,0.011269854785408871,leave_one_genre_out,RandomForest,rock
mae,solemnity,0.0845129364285258,leave_one_genre_out,RandomForest,rock
pearson,solemnity,0.34543184061884225,leave_one_genre_out,RandomForest,rock
spearman,solemnity,0.3399397170171669,leave_one_genre_out,RandomForest,rock
ece,solemnity,0.03887137948577625,leave_one_genre_out,RandomForest,rock
mae,tenderness,0.11064152729345011,leave_one_genre_out,RandomForest,rock
pearson,tenderness,0.5852823747971065,leave_one_genre_out,RandomForest,rock
spearman,tenderness,0.5604012634775192,leave_one_genre_out,RandomForest,rock
ece,tenderness,0.026244439622310156,leave_one_genre_out,RandomForest,rock
mae,nostalgia,0.12695539177370466,leave_one_genre_out,RandomForest,rock
pearson,nostalgia,0.4485305199862424,leave_one_genre_out,RandomForest,rock
spearman,nostalgia,0.4519441881450065,leave_one_genre_out,RandomForest,rock
ece,nostalgia,0.047694790038475945,leave_one_genre_out,RandomForest,rock
mae,calmness,0.11707636851420776,leave_one_genre_out,RandomForest,rock
pearson,calmness,0.6164858186008308,leave_one_genre_out,RandomForest,rock
spearman,calmness,0.6144335359813423,leave_one_genre_out,RandomForest,rock
ece,calmness,0.019024934480755717,leave_one_genre_out,RandomForest,rock
mae,power,0.110432202888064,leave_one_genre_out,RandomForest,rock
pearson,power,0.6260472328035316,leave_one_genre_out,RandomForest,rock
spearman,power,0.6415405944775608,leave_one_genre_out,RandomForest,rock
ece,power,0.02157704101150724,leave_one_genre_out,RandomForest,rock
mae,joy,0.1461226367635603,leave_one_genre_out,RandomForest,rock
pearson,joy,0.6229123833905851,leave_one_genre_out,RandomForest,rock
spearman,joy,0.6668427572952464,leave_one_genre_out,RandomForest,rock
ece,joy,0.05464590565921512,leave_one_genre_out,RandomForest,rock
mae,tension,0.10476202361055009,leave_one_genre_out,RandomForest,rock
pearson,tension,0.5483666219682062,leave_one_genre_out,RandomForest,rock
spearman,tension,0.5719648786256222,leave_one_genre_out,RandomForest,rock
ece,tension,0.04072388317954892,leave_one_genre_out,RandomForest,rock
mae,sadness,0.11595402116055752,leave_one_genre_out,RandomForest,rock
pearson,sadness,0.446734168202887,leave_one_genre_out,RandomForest,rock
spearman,sadness,0.4382708998617451,leave_one_genre_out,RandomForest,rock
ece,sadness,0.033890228089692345,leave_one_genre_out,RandomForest,rock
mae,macro,0.11043583706945964,leave_one_genre_out,RandomForest,rock
pearson,macro,0.5082116937292266,leave_one_genre_out,RandomForest,rock
spearman,macro,0.5165007148088798,leave_one_genre_out,RandomForest,rock
ece,macro,0.03266027292807673,leave_one_genre_out,RandomForest,rock
topk_overlap,macro,0.6466666666666667,leave_one_genre_out,RandomForest,rock
mae,amazement,0.08124924433725932,leave_one_genre_out,XGBoost,rock
pearson,amazement,0.27079804197534785,leave_one_genre_out,XGBoost,rock
spearman,amazement,0.2813920120379923,leave_one_genre_out,XGBoost,rock
ece,amazement,0.015035244953564795,leave_one_genre_out,XGBoost,rock
mae,solemnity,0.08890004984455122,leave_one_genre_out,XGBoost,rock
pearson,solemnity,0.24763510067078212,leave_one_genre_out,XGBoost,rock
spearman,solemnity,0.20828851605619608,leave_one_genre_out,XGBoost,rock
ece,solemnity,0.0575323069048083,leave_one_genre_out,XGBoost,rock
mae,tenderness,0.10835025416982073,leave_one_genre_out,XGBoost,rock
pearson,tenderness,0.6122696753162518,leave_one_genre_out,XGBoost,rock
spearman,tenderness,0.5800193797252062,leave_one_genre_out,XGBoost,rock
ece,tenderness,0.031318037685750366,leave_one_genre_out,XGBoost,rock
mae,nostalgia,0.13215983766547348,leave_one_genre_out,XGBoost,rock
pearson,nostalgia,0.4122982173722531,leave_one_genre_out,XGBoost,rock
spearman,nostalgia,0.42782198418381817,leave_one_genre_out,XGBoost,rock
ece,nostalgia,0.05010000414823634,leave_one_genre_out,XGBoost,rock
mae,calmness,0.11852268541450432,leave_one_genre_out,XGBoost,rock
pearson,calmness,0.5896262415212784,leave_one_genre_out,XGBoost,rock
spearman,calmness,0.5774847199611527,leave_one_genre_out,XGBoost,rock
ece,calmness,0.03512012869001568,leave_one_genre_out,XGBoost,rock
mae,power,0.11773823504632927,leave_one_genre_out,XGBoost,rock
pearson,power,0.6125395592703367,leave_one_genre_out,XGBoost,rock
spearman,power,0.6286997704847554,leave_one_genre_out,XGBoost,rock
ece,power,0.03719946865984664,leave_one_genre_out,XGBoost,rock
mae,joy,0.1402957003231965,leave_one_genre_out,XGBoost,rock
pearson,joy,0.6754833065169683,leave_one_genre_out,XGBoost,rock
spearman,joy,0.7255764005829933,leave_one_genre_out,XGBoost,rock
ece,joy,0.0661187812567932,leave_one_genre_out,XGBoost,rock
mae,tension,0.0955666061971439,leave_one_genre_out,XGBoost,rock
pearson,tension,0.5899546167675208,leave_one_genre_out,XGBoost,rock
spearman,tension,0.5241591106017608,leave_one_genre_out,XGBoost,rock
ece,tension,0.037706831199129216,leave_one_genre_out,XGBoost,rock
mae,sadness,0.11753752777379041,leave_one_genre_out,XGBoost,rock
pearson,sadness,0.3823051244289724,leave_one_genre_out,XGBoost,rock
spearman,sadness,0.39256048289627676,leave_one_genre_out,XGBoost,rock
ece,sadness,0.03990752941092014,leave_one_genre_out,XGBoost,rock
mae,macro,0.11114668230800769,leave_one_genre_out,XGBoost,rock
pearson,macro,0.48810109820441244,leave_one_genre_out,XGBoost,rock
spearman,macro,0.4828891529477947,leave_one_genre_out,XGBoost,rock
ece,macro,0.04111537032322941,leave_one_genre_out,XGBoost,rock
topk_overlap,macro,0.65,leave_one_genre_out,XGBoost,rock
mae,amazement,0.11853451064713702,leave_one_genre_out,MLP,rock
pearson,amazement,0.049154630047990935,leave_one_genre_out,MLP,rock
spearman,amazement,0.07957590775464062,leave_one_genre_out,MLP,rock
ece,amazement,0.09116817362615122,leave_one_genre_out,MLP,rock
mae,solemnity,0.13480867761328008,leave_one_genre_out,MLP,rock
pearson,solemnity,-0.017164652601294707,leave_one_genre_out,MLP,rock
spearman,solemnity,-0.002851699428740483,leave_one_genre_out,MLP,rock
ece,solemnity,0.10744975388764942,leave_one_genre_out,MLP,rock
mae,tenderness,0.15171697080092553,leave_one_genre_out,MLP,rock
pearson,tenderness,0.2715292727843027,leave_one_genre_out,MLP,rock
spearman,tenderness,0.23313415000799004,leave_one_genre_out,MLP,rock
ece,tenderness,0.09873364905104018,leave_one_genre_out,MLP,rock
mae,nostalgia,0.1751394426019521,leave_one_genre_out,MLP,rock
pearson,nostalgia,0.2698998287493658,leave_one_genre_out,MLP,rock
spearman,nostalgia,0.28126543021111367,leave_one_genre_out,MLP,rock
ece,nostalgia,0.1315424311193258,leave_one_genre_out,MLP,rock
mae,calmness,0.1849274382160536,leave_one_genre_out,MLP,rock
pearson,calmness,0.2847463556796999,leave_one_genre_out,MLP,rock
spearman,calmness,0.28628241370353563,leave_one_genre_out,MLP,rock
ece,calmness,0.12089958240344849,leave_one_genre_out,MLP,rock
mae,power,0.13975086331261732,leave_one_genre_out,MLP,rock
pearson,power,0.41893559731706076,leave_one_genre_out,MLP,rock
spearman,power,0.42634711070347364,leave_one_genre_out,MLP,rock
ece,power,0.07364937639852416,leave_one_genre_out,MLP,rock
mae,joy,0.17568690136258502,leave_one_genre_out,MLP,rock
pearson,joy,0.470165655078144,leave_one_genre_out,MLP,rock
spearman,joy,0.5269652674685534,leave_one_genre_out,MLP,rock
ece,joy,0.09567014210795184,leave_one_genre_out,MLP,rock
mae,tension,0.15714665593046034,leave_one_genre_out,MLP,rock
pearson,tension,0.10620046652111442,leave_one_genre_out,MLP,rock
spearman,tension,0.15997158163023598,leave_one_genre_out,MLP,rock
ece,tension,0.11030291104735647,leave_one_genre_out,MLP,rock
mae,sadness,0.17556697147738207,leave_one_genre_out,MLP,rock
pearson,sadness,0.06238750321110692,leave_one_genre_out,MLP,rock
spearman,sadness,0.04590737469434904,leave_one_genre_out,MLP,rock
ece,sadness,0.11923277451278794,leave_one_genre_out,MLP,rock
mae,macro,0.15703093688471034,leave_one_genre_out,MLP,rock
pearson,macro,0.21287273964305453,leave_one_genre_out,MLP,rock
spearman,macro,0.22628861519390575,leave_one_genre_out,MLP,rock
ece,macro,0.10540542157269284,leave_one_genre_out,MLP,rock
topk_overlap,macro,0.5366666666666667,leave_one_genre_out,MLP,rock
